users,precision,recall,mape,commonResto
zZy5Jljx7rEvISiJ2isJpA,0.0,0.0,NaN,0
rzfZS51IRQiws8BHoPSm4w,0.0,0.0,1.0,0
oBc0gQ4RpFrqzpNlH6_epA,0.0,0.0,NaN,0
-9SoHrhiiUVmx6-MkyR4RA,0.0,0.0,NaN,0
_iX2q6GKxrYVrcGpEYwUWw,0.0,0.0,1.0,0
JrXC_MDp38BWwLn2SFdNsA,0.04,0.11764705882352941,0.8823529411764706,4
v2JbRxUd18qL80IcYJOQtg,0.0,0.0,1.0,0
TwMSmTQjxVWJSJnErBIXlg,0.0,0.0,1.0,0
XCDxUzBSY8-JOvcp4jqpvg,0.01,0.16666666666666666,0.8333333333333334,1
7HFkF9A2xaHxLqwcFnJ0JQ,0.02,0.09090909090909091,0.9090909090909091,2
fAfGwjh5A_ydd0A4ZdGenw,0.0,0.0,1.0,0
Em4XpeXTKXVy4GjBL291pA,0.01,0.16666666666666666,0.8333333333333334,1
2gZrgKYdAx92XvEhpHhWzg,0.01,0.09090909090909091,0.9090909090909091,1
pVj37cy4Y6FfH9YIlEhsZA,0.0,0.0,1.0,0
q5OhW8ne_hteHo6xLHNUPg,0.0,0.0,NaN,0
yHykh6VFpsH_V62bRaq3FQ,0.0,0.0,NaN,0
PHQ1uBpt3MLlDl3jzEs4QA,0.0,0.0,1.0,0
BP4ZKnXMDkBZ5Z1tBfGHQg,0.0,0.0,1.0,0
QqkTSDnhyCXJqe5y8PdT2A,0.01,0.3333333333333333,0.6666666666666666,1
Tf3VaWx72MWrLJiuaEbftw,0.02,0.2857142857142857,0.7142857142857143,2
L8GB1sEXJrVfR-UsDRjI-g,0.0,0.0,1.0,0
lBIfa3INjAj_z2_amlnq3w,0.0,0.0,1.0,0
ULgXqB_bArS3uN4Qo_KvZQ,0.03,0.1875,0.8125,3
8EPHywVzuKnevp2zAzbMug,0.0,0.0,1.0,0
X5whw8WcB8dVZGZ5vGnSLg,0.0,0.0,NaN,0
KC6RQlajTSBY-VrZeme2hA,0.0,0.0,NaN,0
wxaAnhOsEpXj-kK7qBdMSA,0.0,0.0,1.0,0
h9y55WNNg7SYg3kQwzTMmQ,0.0,0.0,1.0,0
RX1D12KuO7FDcLZR5AOVrQ,0.0,0.0,NaN,0
4xyYBC5MIe-GfDj6kAdAFw,0.04,0.17391304347826086,0.8260869565217391,4
2_J91lZzqXOYyYeNcVd2YQ,0.04,0.18181818181818182,0.8181818181818182,4
JDwWpPAaKiLpwGVjsvxAHA,0.01,1.0,0.0,1
HgCv2lm-GuACRanD7bSqyA,0.02,0.4,0.6,2
YEDnTf7d6RyXKEHDGqi9tg,0.01,0.1,0.9,1
WFYg4CL8ZIeeQ-N9m31EOA,0.0,0.0,NaN,0
V2eaG6oyce4W_RRlYq9TRg,0.0,0.0,1.0,0
wdeWt5VqTW26PAeQsVg73g,0.05,0.17857142857142858,0.8214285714285714,5
B4Rwp0SUYwO8lgSHVT9w5g,0.0,0.0,NaN,0
VcG1-3tggl1JQHL1JWjAww,0.0,0.0,1.0,0
zsJFjhBQEFQ6gJ7BsNM_Ug,0.0,0.0,1.0,0
148jNH5eI1ZHXLOm1DHiFg,0.0,0.0,1.0,0
5DcDiCJETu5EklCDdXtnLw,0.0,0.0,NaN,0
fYJGKhZK2FZckYWDMdCooA,0.0,0.0,NaN,0
tWBLn4k1M7PLBtAtwAg73g,0.01,0.07142857142857142,0.9285714285714286,1
PPoyAvsh-x8-DWws-tPpjw,0.0,0.0,1.0,0
-B4Cf2XLkPr9qMlLPHJAlw,0.0,0.0,NaN,0
k58KNO8Rya-q8njKq8-uBQ,0.0,0.0,1.0,0
mu0HokS1Ly9_QZDRHEPQ8A,0.0,0.0,NaN,0
98mza_ogSAgNS8tGY9G1bA,0.0,0.0,1.0,0
LmWO_u9v7e1vMJlNykjUoA,0.0,0.0,1.0,0
v5z-MFUNA4zApZXW-omJnA,0.0,0.0,NaN,0
eMcT_F41kJzVtAiTPDzIUA,0.01,0.09090909090909091,0.9090909090909091,1
R1reG7vADOsjbw388rH88Q,0.03,0.3333333333333333,0.6666666666666666,3
OiRnzvW40RQ6tqcgk4jv1Q,0.0,0.0,1.0,0
V_9bVLNL6dI06ijG4o-zwA,0.01,0.125,0.875,1
_RvEDmpbQZulEdAV590QKg,0.0,0.0,NaN,0
Kib7CLruGTMwG57uRWCPHQ,0.0,0.0,NaN,0
1bgWnqxHdMCIvmuRcJWKIA,0.0,0.0,1.0,0
0Je69cYTpxTkVT-06Dj6Xw,0.03,0.21428571428571427,0.7857142857142857,3
aX6_Pf3njB-H3FrqgnNJ2g,0.06,0.11320754716981132,0.8867924528301887,6
PFNZVn73upq3oZDG2KnAqA,0.0,0.0,1.0,0
AIY5EY9dF8ZyvNsIohrX5Q,0.0,0.0,1.0,0
cdpO0F0kGP07FVCRp8RBXw,0.02,0.3333333333333333,0.6666666666666666,2
PW_75-OTzdPzQvNrAkNqBA,0.02,0.16666666666666666,0.8333333333333334,2
6ueevtufcbKSu9ZT5DofvA,0.0,0.0,NaN,0
Ukfww2y_kkyYkt66DB8B-Q,0.0,0.0,NaN,0
_1UbhUyIKUxBV3pKwPCB9Q,0.0,0.0,1.0,0
UlDSb1B22ON7WXcY3JbmNQ,0.0,0.0,NaN,0
ADx3PGAOX_ZaYywIf6i-ZA,0.01,0.05263157894736842,0.9473684210526315,1
eeBt7Uo5FOXwvaLIeW3fGA,0.0,0.0,NaN,0
w4eoQ02N63vHK6ClfV1Azw,0.0,0.0,NaN,0
uz5-sq6wHrXScrIWb8r1Mg,0.05,0.13157894736842105,0.868421052631579,5
kxz6Q2AERQeo9x6nnbHZNg,0.0,0.0,NaN,0
d8Nz9m-8pYosZKPjd9yNBA,0.06,0.2222222222222222,0.7777777777777778,6
ltg5Pgd5x7K7zpYtXxMPZA,0.0,0.0,NaN,0
DOZtiJTh6ZYsZJcXgPrdBg,0.0,0.0,NaN,0
kilYR6-636Evw11BOkxpQQ,0.03,0.16666666666666666,0.8333333333333334,3
eZHvHgAqGw3x4uLXL3J8KA,0.0,0.0,NaN,0
c7TTh6A7ELnkNThQ5fmWMQ,0.0,0.0,NaN,0
B8opqyAy30zdPyr4gQkhLA,0.0,0.0,1.0,0
Nq6e5N8bjgD9B46O4va_zA,0.08,0.11764705882352941,0.8823529411764706,8
ulk3n0JW8tWnQ83C7m8z9A,0.03,0.09090909090909091,0.9090909090909091,3
djpMXOA1ic5wv3FPtubHNw,0.0,0.0,NaN,0
XIkPvspzRAoEp7McGt9rdw,0.01,0.1,0.9,1
u4iBXHU_ZCUIXymxkcsHdA,0.0,0.0,NaN,0
ngBDdwtpgtfFc9LNQT2Lzg,0.0,0.0,1.0,0
NHM8o6MxOKiRasbRS0oswA,0.0,0.0,1.0,0
t9e9-sMgkg0DhNHzstc1Ww,0.0,0.0,NaN,0
EyYVD9n7PlYYLTSEQ5t14w,0.03,0.2727272727272727,0.7272727272727273,3
Rg-86Gr5Oe8ODoMUfr1M1Q,0.0,0.0,NaN,0
Bf-X9oxiiRvzgrwguUWoeg,0.0,0.0,NaN,0
hFvLG_m26hYMx1UGQSpaEg,0.05,0.20833333333333334,0.7916666666666666,5
Lf6gOscwjsCKM4OKDdtDyw,0.02,0.15384615384615385,0.8461538461538461,2
gQ7jvafqJcnCG-ZPGFORmw,0.01,0.16666666666666666,0.8333333333333334,1
0Zswwlz4NzUJoG-skyWzIw,0.07,0.1891891891891892,0.8108108108108109,7
PWSPlt5Oy1KRSWGjRg5tIg,0.0,0.0,NaN,0
ftVevYWc9CQvPSRv5AMiVQ,0.01,0.09090909090909091,0.9090909090909091,1
YlQDJExT8gHHcXMiv9geQw,0.03,0.16666666666666666,0.8333333333333334,3
5AKt52TW50eWHk9Ia03uzg,0.07,0.2,0.8,7
Ub9vmuhYMCgzzWEynAbXDA,0.01,0.16666666666666666,0.8333333333333334,1
J2Aii7GdFK7Caxem6pk7rQ,0.0,0.0,NaN,0
XQeuQoE2dtxEmMTp2GyHVg,0.0,0.0,1.0,0
dEDId4Rp2JpblIfYIoH00w,0.01,0.16666666666666666,0.8333333333333334,1
xzdEPPOsLzRiHN9Z3nPKag,0.0,0.0,NaN,0
jwctwzboGhQmtC50Juxa9A,0.07,0.15555555555555556,0.8444444444444444,7
iJCtRAlSvxiUuKlVAnsq0A,0.0,0.0,NaN,0
z6gseuVl0cR7tRLQa_DXuQ,0.01,0.14285714285714285,0.8571428571428571,1
3uWCWMWcrn8YSH_qBvlr6w,0.0,0.0,1.0,0
KMPR0rb2m0YbLpWXrqp20w,0.03,0.42857142857142855,0.5714285714285714,3
CBMGR5XJedQOyXfDnS9KMw,0.02,0.1111111111111111,0.8888888888888888,2
Ed7eipVLDWj967zsxUQ5QQ,0.0,0.0,1.0,0
XNbrAATnVNAg1eTjMjn-pA,0.01,0.041666666666666664,0.9583333333333334,1
aOjGZMoekjWcarvDwDx5Sg,0.01,0.1111111111111111,0.8888888888888888,1
VqO3p3fs8_G2VIgkCQpGJQ,0.01,0.1111111111111111,0.8888888888888888,1
FnZiPH0v5_SPsivENc028w,0.0,0.0,NaN,0
qNiQbJRKCmcf59FqY-pWUw,0.01,0.05263157894736842,0.9473684210526315,1
Wbzv0brigvzcvoucryBBsg,0.01,0.09090909090909091,0.9090909090909091,1
_ZsXsLg6rHvCzud00Pgk7w,0.01,0.125,0.875,1
USUw_VT31ygQ9JkEc6nPsg,0.0,0.0,NaN,0
6eCgSb66TE1LeiWPPBPnTg,0.03,0.17647058823529413,0.8235294117647058,3
QVea-T9JgZ6p-vMX0aymJw,0.0,0.0,NaN,0
QlRsVCCytArycuuKSyUBLg,0.0,0.0,1.0,0
Jyi0WJt0UfGdEg0grR38ZA,0.0,0.0,NaN,0
szscXVvV67KKYbFA9v65vA,0.01,0.09090909090909091,0.9090909090909091,1
ZBqNftYtyiyfF0cMjnS1fw,0.03,0.5,0.5,3
SiX9g5tXACCcsjvWXERxkw,0.0,0.0,NaN,0
oZfEvCP9JMYzIp13AF2sPw,0.01,1.0,0.0,1
D-71neazoCYYQkgHnS92FQ,0.03,0.42857142857142855,0.5714285714285714,3
srFEzTF-89_TipnEEs8ATg,0.0,0.0,1.0,0
xotSWLK2liRhww_dHDa14Q,0.0,0.0,1.0,0
n5HCox_qsCR-DidvPzyctA,0.0,0.0,1.0,0
twEVyqxAvddhoqlhEDjfOA,0.02,0.15384615384615385,0.8461538461538461,2
UGW-9bbBEB3eP1o6mWD_WA,0.0,0.0,NaN,0
4D6LLuJfao_eHGA6XZR-bA,0.01,0.09090909090909091,0.9090909090909091,1
-9RU4LuI_TfYgv9rBijJoQ,0.01,0.047619047619047616,0.9523809523809523,1
4Tb8jDrTqY_HtgZPBx8RjQ,0.02,0.18181818181818182,0.8181818181818182,2
rKEJfzCIV0AXKo0kdzPBgQ,0.0,0.0,NaN,0
qxuJk8rRr2Fm7OphnzOkoQ,0.01,0.14285714285714285,0.8571428571428571,1
_XUoAGyj9svx4691YX2iYA,0.0,0.0,1.0,0
z6VZrWNIAVw8Nv1w065tLg,0.0,0.0,NaN,0
VrMaL32wWNed_DjOcsO3Ng,0.0,0.0,1.0,0
tzTUyZuKFsqKn2L8RrqixA,0.0,0.0,1.0,0
9skLwb3MaL7AJbDB6kHFiQ,0.0,0.0,NaN,0
uLQJAaULt91a263PsRyEqQ,0.0,0.0,NaN,0
-hUgrj7Lzir3yLUYrMYQ4g,0.0,0.0,NaN,0
m7z-tX6XDZ27xGhGjnI21w,0.01,0.1,0.9,1
wSHVgeTB-4xCopHun51eVA,0.0,0.0,NaN,0
zwDazUH1n6KLmWmJXJj7Rg,0.0,0.0,NaN,0
fRVNHAl2RjosC67Y67G3cA,0.06,0.5454545454545454,0.45454545454545453,6
OzGlDEQ_vzH8QU9NBRs-pw,0.0,0.0,NaN,0
4YyVKh2S5XlxQi9RtNmVew,0.0,0.0,1.0,0
e6OZfbZXq4OuPRQlOqO8Ww,0.02,0.3333333333333333,0.6666666666666666,2
GvIJqIr7GcbGUUxxrgXg2A,0.0,0.0,1.0,0
7OjUhdATOsekdIQSE6TS4A,0.0,0.0,NaN,0
8d3sjUvNdekV0BJfxgjQmw,0.0,0.0,1.0,0
qj8x2P16RHrgW_A5uwN0Cg,0.0,0.0,1.0,0
DCcweTztEpGjZrtHhCWMcQ,0.06,0.3157894736842105,0.6842105263157895,6
6mn-M3f75hdynz245p-fBA,0.0,0.0,NaN,0
UzhbEOOqmbINTJo6K9PH_Q,0.0,0.0,NaN,0
8D8mjeNaJ3DGhl0WX8copA,0.0,0.0,1.0,0
l_1t7rGsuKI_Po60ttCPcw,0.0,0.0,1.0,0
HwodZGDA0-u9PRZx8a-1VQ,0.0,0.0,1.0,0
B423jsaQkyodGbGyiIGLXA,0.0,0.0,NaN,0
hBb-5i6Jux-VtklhWorT5Q,0.0,0.0,NaN,0
Y1zzn6_oMo6RXl9rlwy6Iw,0.01,0.5,0.5,1
IAhSc_6mKxOCAUJVxDYeKg,0.01,0.25,0.75,1
xuqQgmcc6SSjbQ5EQ1wGxg,0.0,0.0,1.0,0
m4fBjPA4SSIzQaNtr45Uow,0.01,0.16666666666666666,0.8333333333333334,1
VZJ8zIZ-B3RKGddjeCI8tg,0.0,0.0,NaN,0
T9f3M6hFs6R3ayRc0QCTwQ,0.0,0.0,NaN,0
FwkBQO-lA-EgkA8t_EHqfw,0.0,0.0,1.0,0
PXZaBTK4M6GK80ZosOUZ9A,0.0,0.0,1.0,0
NW2MS8tAqoDNSnjxdlTYfQ,0.0,0.0,NaN,0
1HFkcIGKY7-e9vCsc8PX5g,0.0,0.0,NaN,0
UC27mopi9fL9lVoSyonwSQ,0.01,0.14285714285714285,0.8571428571428571,1
7DjD9A_D66bzJvheaw4xbw,0.02,0.09090909090909091,0.9090909090909091,2
p1F0HCgAggNfneVlFofTkA,0.03,0.13636363636363635,0.8636363636363636,3
AVVEFYHmFUa9oUhy2DIQFA,0.0,0.0,1.0,0
Bc0Mv-QnUPKiq8xFLCbw4g,0.0,0.0,NaN,0
5fqHDnZYDODFOitqFzf0Ag,0.0,0.0,1.0,0
V_4GSrSg7AK_5wXs9TrBbg,0.0,0.0,NaN,0
J56C7Dc9E7Q0mpMTJGW6Qw,0.0,0.0,NaN,0
qAxAyUFLQU5LJwPcOUgR7A,0.0,0.0,NaN,0
zo2vscKNvDzXWj7YOrdJVA,0.0,0.0,NaN,0
HWLr60IBXAy9HD23W3Xmfg,0.02,0.10526315789473684,0.8947368421052632,2
ecz36SJvMT_zjiIJ-K4KfA,0.0,0.0,NaN,0
CvIEHZF79KLrpNachZzDjA,0.0,0.0,NaN,0
Jx3dP4kkKonDSrWCRH_oMw,0.0,0.0,1.0,0
_GCtk6kjbArSxiPPLlAfMA,0.01,0.058823529411764705,0.9411764705882353,1
HFurhLE0MnG8wHQ6EcPuuQ,0.0,0.0,1.0,0
I_3AUfSj6nXecO1xivgWLQ,0.0,0.0,1.0,0
6qFgbBGrcRlgZNb8jOd9LQ,0.01,0.3333333333333333,0.6666666666666666,1
gPK2AKr-UA_7hZus80SSng,0.0,0.0,1.0,0
u3mM0u8DokmP2iGpGZsyPQ,0.0,0.0,1.0,0
uCdmtWpEku3xLa-ScQabKA,0.02,0.13333333333333333,0.8666666666666667,2
-m0KTRk0c901-4b-BN34Gg,0.0,0.0,NaN,0
NNZykLM6PhJzDa6gFytfhg,0.0,0.0,NaN,0
TGT3T6FMq5xivl_W8HiuDg,0.01,0.1111111111111111,0.8888888888888888,1
OJDOFhFlUdYLsKLeXL2ulg,0.0,0.0,NaN,0
gnT-tmrXE3BupwTODOREvQ,0.03,0.15789473684210525,0.8421052631578947,3
Dy_RhvtedHyYcP3mK5ZKtA,0.01,0.1111111111111111,0.8888888888888888,1
9CLeV9xLunJ6XTWuTzeJEg,0.0,0.0,1.0,0
2AAIpyvPPCeQMi1_FKjNXw,0.04,0.25,0.75,4
kAH6j6zwpg-Vy505f0RBtQ,0.01,0.1111111111111111,0.8888888888888888,1
_3WlbW1RkJmyKMMqLPYorA,0.01,0.09090909090909091,0.9090909090909091,1
0sOleKBI26BKfpW0SEG6Fw,0.0,0.0,NaN,0
z66KKknqWzFBWZb0GbEi2g,0.03,0.11538461538461539,0.8846153846153846,3
kYKSQELBdsV6qmO3f_cl1w,0.04,0.11428571428571428,0.8857142857142857,4
ZS_SiPpiLocKfYNjRZTeww,0.0,0.0,NaN,0
a5IiFbcKjqAKRoQlcA5bnw,0.01,0.25,0.75,1
XChCfeJ6Yx2NDJIpIgRhyg,0.0,0.0,NaN,0
iIe1gtgyLqV0ZBbArDQkvg,0.02,0.25,0.75,2
3gXn9Wh6c_bjoBWVqqpX3Q,0.01,0.25,0.75,1
qZa2urX00YWHs-jRcWgUqw,0.01,0.09090909090909091,0.9090909090909091,1
-eRl2zFyQP5Hv7ZdCyN7YA,0.01,0.25,0.75,1
G-6X-llgA_qAxGxocykHzQ,0.05,0.1724137931034483,0.8275862068965517,5
CA1N8B5ZkSiUJeOXYcWImg,0.01,0.16666666666666666,0.8333333333333334,1
3UY0P5vAPTavFNTqqE2nVw,0.0,0.0,NaN,0
nOSWGrjT4HIpDohLAOpgLw,0.08,0.42105263157894735,0.5789473684210527,8
nefYrZL3vAdTd9SBPf8kPg,0.0,0.0,1.0,0
bBgVmpAjLTRnipPlRun_Rw,0.01,0.16666666666666666,0.8333333333333334,1
GlxJs5r01_yqIgb4CYtiog,0.0,0.0,1.0,0
i_6lhTVqIRsZvggvZp7lng,0.0,0.0,NaN,0
mrlKomGQpegzaj9gis_g7w,0.0,0.0,1.0,0
KnkiyXZDt8hVdq_kw1iWuw,0.0,0.0,1.0,0
EiP1OFgs-XGcKZux0OKWIA,0.02,0.4,0.6,2
PKzDP0808qB1cC_0GReBJA,0.07,0.25925925925925924,0.7407407407407407,7
hUTnmW9QkmnjzQlpcV-4Ew,0.08,0.38095238095238093,0.6190476190476191,8
U-hWiEpEZo_-Xv4Qgrs9Tw,0.02,0.14285714285714285,0.8571428571428571,2
zWWcik1fRPZviBCQLC26FQ,0.01,0.1111111111111111,0.8888888888888888,1
xmRpmPg3dcKk79r7c1b0bg,0.0,0.0,NaN,0
2RosvaxvSKX0YY1VVmg-fg,0.0,0.0,1.0,0
x2o4DyS9DUUTD2S0vwlDCQ,0.02,0.6666666666666666,0.3333333333333333,2
9RMhYy5rL1WHwCOCmu6pVQ,0.02,0.2857142857142857,0.7142857142857143,2
B7IvZ26ZUdL2jGbYsFVGxQ,0.0,0.0,1.0,0
tjA-Hm1USeqJIbh1ZcnMQw,0.02,0.08695652173913043,0.9130434782608695,2
TX5kwQLpKUDvNf4mfdaH3Q,0.01,0.06666666666666667,0.9333333333333333,1
yHakD_sjdUAzLQWLslmUfg,0.0,0.0,NaN,0
xdYAjnWeAHQfcLH7c2l4OQ,0.0,0.0,NaN,0
ZUsS5CjWh4YrPVi4Hi3Y6Q,0.0,0.0,1.0,0
6l0uXKSp04vXjH3M7WFR2Q,0.0,0.0,NaN,0
JVbqMyicxGWlEVPpyo6gpQ,0.0,0.0,NaN,0
XbWP6vAli3waJ0iR_lcjOg,0.0,0.0,1.0,0
XOGr0PWBsD1q2RgteHdUEQ,0.0,0.0,1.0,0
NAcOrPUT_8kze3cXhym_SQ,0.0,0.0,1.0,0
8-GTQbes8cfy5QRpjVy7bg,0.0,0.0,NaN,0
7kfJk_NtOslC9jPk2Koz3g,0.0,0.0,1.0,0
TGrZk61ja7X1ijAGW5lNmg,0.01,0.2,0.8,1
NgP1fwHk6Q2Je5AVS_HEyg,0.02,0.10526315789473684,0.8947368421052632,2
KHR6p9KJ79De-ilLI9yb2w,0.01,0.08333333333333333,0.9166666666666666,1
JjrpeIkmuhk9Ab_5HEsqyw,0.02,0.18181818181818182,0.8181818181818182,2
p_fas65QL25jqfV2tSSnQQ,0.01,0.1111111111111111,0.8888888888888888,1
ys-6BWxpS1BpUkHZA9oLqQ,0.0,0.0,NaN,0
n0NK74Q99koPIhLpGPeyDw,0.0,0.0,1.0,0
eJcoQzdJRAD1ZLatG4Z3ww,0.0,0.0,NaN,0
Inm5AJK0HS5lJHyhMDnl4Q,0.0,0.0,NaN,0
LTnCcTKbS-SBQlFGJ5Jm7g,0.0,0.0,NaN,0
0gtEsazPeHr5rj2IAsZePg,0.04,0.23529411764705882,0.7647058823529411,4
5L6jkxWlbBO3YWP6kQ2VrQ,0.0,0.0,1.0,0
8HCEPF0IflyB690Q745fKg,0.0,0.0,1.0,0
dayNT2ayiN_XoU_IWf5lTg,0.02,0.13333333333333333,0.8666666666666667,2
o-5MEqwSsiHKiPNL09e54g,0.04,0.21052631578947367,0.7894736842105263,4
qHwj63QRTu_rWWGMNuoQlg,0.0,0.0,NaN,0
LB5ViGU59ww2XRCx803t0w,0.0,0.0,1.0,0
23o7tyUGlC6FCDVcyqLeFA,0.01,0.058823529411764705,0.9411764705882353,1
GZODRhmi-uUWKmWntTXujw,0.1,0.2857142857142857,0.7142857142857143,10
rUnWDIvD-NxKDNEkr3h4fw,0.01,0.047619047619047616,0.9523809523809523,1
P2E31XC7SP4v_3hXC2o0Xw,0.01,0.25,0.75,1
xa1OD39IctvaqrXc8--BFw,0.01,0.3333333333333333,0.6666666666666666,1
Y4z3BTL8lOHo6E7BcxItIQ,0.04,0.4,0.6,4
IgPXs-Vpd3p_POXau4szFg,0.03,0.14285714285714285,0.8571428571428571,3
3TO57GGnBVoW7vfsWQCoBg,0.0,0.0,1.0,0
L0JvK1BtEe5Yz_rmclfcQA,0.0,0.0,1.0,0
vtoiZ0SFtO51-xvEVTdIYQ,0.0,0.0,1.0,0
cOhKXszEeOB1YqX_-KiSoA,0.0,0.0,NaN,0
y1ZxiCnd_8O0yF4aN4qxiQ,0.0,0.0,1.0,0
EjA7rcw9F7By6GFQ7-t9WQ,0.0,0.0,NaN,0
rLl5jjjUK1crVfzbXoQrTA,0.0,0.0,1.0,0
C5HjsWQz-Algu8ej8DnjSA,0.03,0.2,0.8,3
cCpiu1GqdzxlvANKuiAp0Q,0.02,0.07407407407407407,0.9259259259259259,2
TK8Nf2vUC_aJgtDlBNAoBA,0.0,0.0,NaN,0
QJTC5x9yHycwvZwmYdR4IQ,0.02,0.13333333333333333,0.8666666666666667,2
tbNXzrBqG6WTnKZK66WjXQ,0.01,0.07692307692307693,0.9230769230769231,1
70fCsZ_nRu8hg7jNLpllDA,0.05,0.29411764705882354,0.7058823529411765,5
ZKPCtlsIMjvMxmdskoCVmA,0.0,0.0,1.0,0
vagqjAyiD13vKiL46OOo6g,0.0,0.0,NaN,0
JiJsVyj2_SgwZz61xBq0Zw,0.0,0.0,NaN,0
Tjv5bBtJ-Z_CLiY-rheG2g,0.04,0.18181818181818182,0.8181818181818182,4
xA1Ak4QJ_WE_8Nadpi8IhA,0.02,0.2222222222222222,0.7777777777777778,2
ea3HFxRRo4gZOmlDle8IPA,0.05,0.4166666666666667,0.5833333333333334,5
mg0xz_HZvoDtv2zWm1YHZg,0.01,0.125,0.875,1
EhO5C7t3yfGFLvsTyK5PPw,0.0,0.0,NaN,0
yaWnpONXlvdXbi36aKcznw,0.0,0.0,1.0,0
8C8Ml7hj1zxyhcChk1TESQ,0.01,0.043478260869565216,0.9565217391304348,1
evVWx24x25S09LKJeb53xA,0.03,0.3333333333333333,0.6666666666666666,3
dmjjDNiYRTyuCI3-Zmm8Pw,0.0,0.0,NaN,0
yT_QCcnq-QGipWWuzIpvtw,0.04,0.14285714285714285,0.8571428571428571,4
U3Y7xT8KZwQilb__FGHeIQ,0.02,0.10526315789473684,0.8947368421052632,2
VK5wB63rEMb5Hp-9OCPs1g,0.02,0.18181818181818182,0.8181818181818182,2
rGd8YUtvhSdMm8-9cMdQ4Q,0.01,0.09090909090909091,0.9090909090909091,1
tjTrsF-CpDnTcclX-3sCTw,0.02,0.2857142857142857,0.7142857142857143,2
S8HIOziA2iGj6oZ3l_yd9g,0.0,0.0,1.0,0
RAOZ3SzKlmxY3iDIlBb0dw,0.0,0.0,NaN,0
ljaDy_lIKNWr2MfjV6Mt9w,0.0,0.0,NaN,0
SkpCulULgiBfLc4lV8vx2g,0.01,0.5,0.5,1
kteNzDbDmsatpOC0xssmew,0.06,0.2608695652173913,0.7391304347826086,6
WBCG29Wa-amEZPnoAGqYgg,0.02,0.14285714285714285,0.8571428571428571,2
VvYbQfNtbNZFj13cs-gEfg,0.0,0.0,NaN,0
pmeGrUv6S22pf38FTRYCzg,0.0,0.0,NaN,0
xDtrecOuYEga6v49EEILcg,0.02,0.5,0.5,2
NczSmRSRdTsI8fQyojdZrw,0.0,0.0,NaN,0
JOZVa41dNIX4-FEIIXRd-A,0.0,0.0,1.0,0
zCnJQKvZgET4llBbJD1aiw,0.0,0.0,1.0,0
j7lzyJD5cdOXwm4XEHb4nA,0.0,0.0,1.0,0
zsZVg16yjZu5NIiS0ayjrQ,0.0,0.0,NaN,0
kqyCQG4c5dwNt2cTkMcvGA,0.01,0.5,0.5,1
p57g6VncQmZdUVzvjQls4g,0.0,0.0,1.0,0
7uNESKhTlge7kCN00u5LPQ,0.01,0.25,0.75,1
VHc1yqBhsE-l3JQFXuWydQ,0.0,0.0,1.0,0
YMTcBb6Vj54rd_NuFtb8QQ,0.0,0.0,1.0,0
uSMK7y_H2DzRX7WcKXtFgQ,0.0,0.0,1.0,0
jlu4CztcSxrKx56ba1a5AQ,0.01,0.07142857142857142,0.9285714285714286,1
H6eXXqGuxDk6RYdZZk81dQ,0.0,0.0,1.0,0
79yaBDbLASfIdB-C2c8DzA,0.03,0.15,0.85,3
IL1-dyCe_zSqhmt0ExL_Jg,0.0,0.0,NaN,0
0BBUmH7Krcax1RZgbH4fSA,0.0,0.0,1.0,0
Krt9eSuNGRywDhHNQcKXaQ,0.02,0.16666666666666666,0.8333333333333334,2
BrBf2-dDLIBCZOEt3KMb7A,0.0,0.0,1.0,0
R-xGsTpwlwuOe_vAbg_aeA,0.01,0.125,0.875,1
XFJjnqNPp5FwNayTw546Zw,0.02,0.4,0.6,2
SJJWIZLPGXtGTy9UECbVjA,0.0,0.0,NaN,0
kYIODM8u94H7IyHY806CAA,0.04,0.16666666666666666,0.8333333333333334,4
HBBv6M03xLEGmM-HYztQUg,0.01,0.08333333333333333,0.9166666666666666,1
HjkFSUEZi1Eyn663eWoO2Q,0.0,0.0,1.0,0
nXehm6zt294ZswIgh5LpbA,0.0,0.0,1.0,0
-fEe8XBeJ6pGLIeAyAWzfw,0.0,0.0,NaN,0
i6V3NyTdkBVwPpH7r2BINA,0.0,0.0,1.0,0
UXGkwdRX6-Vu0QGwOJealg,0.01,0.043478260869565216,0.9565217391304348,1
Xt0-RGLnYWJn7ivqoZjeXQ,0.0,0.0,1.0,0
DTl0SQ_9ApT_YhIcppwqgw,0.04,0.11764705882352941,0.8823529411764706,4
DKURijAmB5Xz8dHLox6hTw,0.01,0.25,0.75,1
x_bHnIh87kEXYLh0T8u-aw,0.0,0.0,1.0,0
dhPp4t9_fD0R0eNsp_gYZw,0.0,0.0,1.0,0
TFWX0c8ohwSpeMEcL3sgow,0.0,0.0,NaN,0
3K45qlfaa36OQrTthHwJgQ,0.02,0.08695652173913043,0.9130434782608695,2
PwFs1cC2QTXZZ2ee6CPTAw,0.01,0.1111111111111111,0.8888888888888888,1
SobGWhM_IAb4Kj_9HEpKsQ,0.0,0.0,NaN,0
o8OL8qP-jvWNt7SLDS-0tQ,0.0,0.0,1.0,0
Uk5x9HsriV5imN2fDNA0fA,0.0,0.0,1.0,0
Tc3GAQdAfOW542ROdyCZPg,0.0,0.0,1.0,0
nemB_YaFOkitvmmZUeflHw,0.0,0.0,NaN,0
JLvoH5EfNResDJBeQUIqCA,0.0,0.0,1.0,0
